"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097194","GO:0097194","execution phase of apoptosis","1/171","86/23189",0.0116279069767442,1.57683938528492,0.461919025284733,0.471495349325107,0.582691222222596,0.514402156303193,"Bcl2l1",1
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","1/171","86/23189",0.0116279069767442,1.57683938528492,0.461919025284733,0.471495349325107,0.582691222222596,0.514402156303193,"Tgfb1",1
"GO:0001764","GO:0001764","neuron migration","2/171","215/23189",0.00930232558139535,1.26147150822793,0.331987094723331,0.471937806315125,0.582726189982783,0.514433025982631,"Dcx/Matn2",2
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","2/171","215/23189",0.00930232558139535,1.26147150822793,0.331987094723331,0.471937806315125,0.582726189982783,0.514433025982631,"Rigi/Tgfb1",2
"GO:0003151","GO:0003151","outflow tract morphogenesis","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Sema3c",1
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Itgb3",1
"GO:0014032","GO:0014032","neural crest cell development","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Sema3c",1
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Mlip",1
"GO:0048041","GO:0048041","focal adhesion assembly","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Vcl",1
"GO:1903578","GO:1903578","regulation of ATP metabolic process","1/171","87/23189",0.0114942528735632,1.55871479464946,0.450008706440996,0.475407148453592,0.585468584572608,0.516854022964633,"Bcl2l1",1
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","2/171","217/23189",0.00921658986175115,1.24984504271431,0.318711040474812,0.476754470300728,0.586614376662112,0.517865532833047,"Nabp1/Ccng1",2
"GO:0046661","GO:0046661","male sex differentiation","2/171","217/23189",0.00921658986175115,1.24984504271431,0.318711040474812,0.476754470300728,0.586614376662112,0.517865532833047,"Hmga2/Bcl2l1",2
"GO:0048880","GO:0048880","sensory system development","4/171","483/23189",0.0082815734989648,1.12304916881576,0.235547143149053,0.478323262585116,0.58716696373767,0.518353358927505,"Trpm1/Dcx/Tgfb1/Atf6",4
"GO:0019724","GO:0019724","B cell mediated immunity","2/171","218/23189",0.0091743119266055,1.24411180857342,0.312121001959126,0.479152858144377,0.58716696373767,0.518353358927505,"Irf7/Tgfb1",2
"GO:0031396","GO:0031396","regulation of protein ubiquitination","2/171","218/23189",0.0091743119266055,1.24411180857342,0.312121001959126,0.479152858144377,0.58716696373767,0.518353358927505,"Isg15/Sphk1",2
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","2/171","218/23189",0.0091743119266055,1.24411180857342,0.312121001959126,0.479152858144377,0.58716696373767,0.518353358927505,"Hdac9/Hmga2",2
"GO:0050821","GO:0050821","protein stabilization","2/171","218/23189",0.0091743119266055,1.24411180857342,0.312121001959126,0.479152858144377,0.58716696373767,0.518353358927505,"Csn3/Irgm1",2
"GO:0140013","GO:0140013","meiotic nuclear division","2/171","218/23189",0.0091743119266055,1.24411180857342,0.312121001959126,0.479152858144377,0.58716696373767,0.518353358927505,"Shcbp1l/Fbxo43",2
"GO:0002200","GO:0002200","somatic diversification of immune receptors","1/171","88/23189",0.0113636363636364,1.54100212652844,0.438248891632897,0.479290161942227,0.58716696373767,0.518353358927505,"Tgfb1",1
"GO:0035019","GO:0035019","somatic stem cell population maintenance","1/171","88/23189",0.0113636363636364,1.54100212652844,0.438248891632897,0.479290161942227,0.58716696373767,0.518353358927505,"Hmga2",1
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","1/171","88/23189",0.0113636363636364,1.54100212652844,0.438248891632897,0.479290161942227,0.58716696373767,0.518353358927505,"Ccng1",1
"GO:0050766","GO:0050766","positive regulation of phagocytosis","1/171","88/23189",0.0113636363636364,1.54100212652844,0.438248891632897,0.479290161942227,0.58716696373767,0.518353358927505,"Dock2",1
"GO:0021536","GO:0021536","diencephalon development","1/171","89/23189",0.0112359550561798,1.52368749589329,0.426635633603978,0.483144600378134,0.59163137748654,0.522294561354219,"Hmga2",1
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","2/171","220/23189",0.00909090909090909,1.23280170122275,0.299035228504821,0.483929579385442,0.591717103134737,0.522370240301492,"Hsd11b1/Tgfb1",2
"GO:0043087","GO:0043087","regulation of GTPase activity","2/171","220/23189",0.00909090909090909,1.23280170122275,0.299035228504821,0.483929579385442,0.591717103134737,0.522370240301492,"Arhgef19/Rapgef3",2
"GO:0048639","GO:0048639","positive regulation of developmental growth","2/171","220/23189",0.00909090909090909,1.23280170122275,0.299035228504821,0.483929579385442,0.591717103134737,0.522370240301492,"Dcx/Hmga2",2
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","3/171","353/23189",0.0084985835694051,1.1524775110581,0.248816420465544,0.484055711235311,0.591717103134737,0.522370240301492,"Tgfb1/Nabp1/Ccng1",3
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","2/171","221/23189",0.00904977375565611,1.22722341298193,0.292538839423168,0.486307848847568,0.592193376537051,0.52279069637805,"Retreg1/Bcl2l1",2
"GO:0048736","GO:0048736","appendage development","2/171","221/23189",0.00904977375565611,1.22722341298193,0.292538839423168,0.486307848847568,0.592193376537051,0.52279069637805,"Wnt9a/Sema3c",2
"GO:0050905","GO:0050905","neuromuscular process","2/171","221/23189",0.00904977375565611,1.22722341298193,0.292538839423168,0.486307848847568,0.592193376537051,0.52279069637805,"Chrna1/Synm",2
"GO:0060173","GO:0060173","limb development","2/171","221/23189",0.00904977375565611,1.22722341298193,0.292538839423168,0.486307848847568,0.592193376537051,0.52279069637805,"Wnt9a/Sema3c",2
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Mill2",1
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Rigi",1
"GO:0003281","GO:0003281","ventricular septum development","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Nfatc1",1
"GO:0032456","GO:0032456","endocytic recycling","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Arhgap8",1
"GO:0032465","GO:0032465","regulation of cytokinesis","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Bcl2l1",1
"GO:0034620","GO:0034620","cellular response to unfolded protein","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Atf6",1
"GO:0072078","GO:0072078","nephron tubule morphogenesis","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Tgfb1",1
"GO:0150076","GO:0150076","neuroinflammatory response","1/171","90/23189",0.0111111111111111,1.50675763482781,0.415165134107844,0.486970672816893,0.592193376537051,0.52279069637805,"Sphk1",1
"GO:0007611","GO:0007611","learning or memory","3/171","355/23189",0.00845070422535211,1.14598468000988,0.238905621327764,0.487792156316892,0.592936124352369,0.523446397138963,"Egr1/Rapgef3/Specc1",3
"GO:0048545","GO:0048545","response to steroid hormone","3/171","356/23189",0.00842696629213483,1.14276562191997,0.233971554438573,0.489655537889557,0.594499700059076,0.524826728066218,"Zfp366/Tgfb1/Hmga2",3
"GO:0002637","GO:0002637","regulation of immunoglobulin production","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Tgfb1",1
"GO:0006942","GO:0006942","regulation of striated muscle contraction","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Ccn2",1
"GO:0010827","GO:0010827","regulation of D-glucose transmembrane transport","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Ak1",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Oca2",1
"GO:0043299","GO:0043299","leukocyte degranulation","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Lgals9",1
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Trpm1",1
"GO:0070830","GO:0070830","bicellular tight junction assembly","1/171","91/23189",0.010989010989011,1.49019985862091,0.403833736654928,0.490768586793615,0.594499700059076,0.524826728066218,"Cldn34b2",1
"GO:0051347","GO:0051347","positive regulation of transferase activity","3/171","358/23189",0.00837988826815642,1.13638145643438,0.224145631201919,0.493372496102408,0.597175492688296,0.527188928569326,"Itgb3/Hmga2/Irgm1",3
"GO:0018209","GO:0018209","peptidyl-serine modification","2/171","224/23189",0.00892857142857143,1.21078738512949,0.273231841295134,0.493401926261652,0.597175492688296,0.527188928569326,"Dclk2/Irgm1",2
"GO:0019229","GO:0019229","regulation of vasoconstriction","1/171","92/23189",0.0108695652173913,1.47400203407068,0.392637919688871,0.494538548333935,0.597523175187502,0.527495864079043,"Mgll",1
"GO:0051781","GO:0051781","positive regulation of cell division","1/171","92/23189",0.0108695652173913,1.47400203407068,0.392637919688871,0.494538548333935,0.597523175187502,0.527495864079043,"Tgfb1",1
"GO:0140238","GO:0140238","presynaptic endocytosis","1/171","92/23189",0.0108695652173913,1.47400203407068,0.392637919688871,0.494538548333935,0.597523175187502,0.527495864079043,"Bcl2l1",1
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","1/171","92/23189",0.0108695652173913,1.47400203407068,0.392637919688871,0.494538548333935,0.597523175187502,0.527495864079043,"Tent5a",1
"GO:0045787","GO:0045787","positive regulation of cell cycle","3/171","360/23189",0.00833333333333333,1.13006822612086,0.214375392167039,0.497076220741945,0.600331538698641,0.529975098690306,"Sphk1/Tgfb1/Ccn2",3
"GO:0014823","GO:0014823","response to activity","1/171","93/23189",0.010752688172043,1.45815254983336,0.381574290162683,0.498280761964921,0.600754954656936,0.530348892002532,"Itgb3",1
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","1/171","93/23189",0.010752688172043,1.45815254983336,0.381574290162683,0.498280761964921,0.600754954656936,0.530348892002532,"Itgb3",1
"GO:0060420","GO:0060420","regulation of heart growth","1/171","93/23189",0.010752688172043,1.45815254983336,0.381574290162683,0.498280761964921,0.600754954656936,0.530348892002532,"Col14a1",1
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","1/171","93/23189",0.010752688172043,1.45815254983336,0.381574290162683,0.498280761964921,0.600754954656936,0.530348892002532,"Dusp10",1
"GO:0006664","GO:0006664","glycolipid metabolic process","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"St3gal1",1
"GO:0014015","GO:0014015","positive regulation of gliogenesis","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Tgfb1",1
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Itgb3",1
"GO:0061053","GO:0061053","somite development","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Sema3c",1
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Blvrb",1
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Uroc1",1
"GO:1902117","GO:1902117","positive regulation of organelle assembly","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Lcp1",1
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","1/171","94/23189",0.0106382978723404,1.44264028866492,0.370639577487173,0.501995430725919,0.603166158011415,0.532477512028931,"Isg15",1
"GO:0006913","GO:0006913","nucleocytoplasmic transport","3/171","363/23189",0.00826446280991736,1.12072881929341,0.199822904615813,0.502606584764317,0.603317510600542,0.532611126703804,"Ifi27/Tgfb1/Rapgef3",3
"GO:0051169","GO:0051169","nuclear transport","3/171","363/23189",0.00826446280991736,1.12072881929341,0.199822904615813,0.502606584764317,0.603317510600542,0.532611126703804,"Ifi27/Tgfb1/Rapgef3",3
"GO:0035265","GO:0035265","organ growth","2/171","228/23189",0.0087719298245614,1.18954550117985,0.247902789355325,0.502764592167118,0.603317510600542,0.532611126703804,"Ecm1/Col14a1",2
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Mill2",1
"GO:0002090","GO:0002090","regulation of receptor internalization","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Itgb3",1
"GO:0030593","GO:0030593","neutrophil chemotaxis","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Lgals3",1
"GO:0033273","GO:0033273","response to vitamin","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Tgfb1",1
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Dennd2a",1
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Synm",1
"GO:0046530","GO:0046530","photoreceptor cell differentiation","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"Trpm1",1
"GO:1903509","GO:1903509","liposaccharide metabolic process","1/171","95/23189",0.0105263157894737,1.42745460141582,0.359830627826358,0.505682756179301,0.604756173348302,0.533881183968126,"St3gal1",1
"GO:0061351","GO:0061351","neural precursor cell proliferation","2/171","230/23189",0.00869565217391304,1.17920162725655,0.235410208056465,0.50740425912369,0.60655717297114,0.53547111368417,"Tgfb1/Hmga2",2
"GO:0008202","GO:0008202","steroid metabolic process","3/171","366/23189",0.00819672131147541,1.11154251749593,0.185391802930165,0.508106137425497,0.607069474255454,0.535923375319968,"Hsd11b1/Egr1/Akr1c13",3
"GO:0009408","GO:0009408","response to heat","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Myof",1
"GO:0014855","GO:0014855","striated muscle cell proliferation","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Megf10",1
"GO:0045103","GO:0045103","intermediate filament-based process","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Synm",1
"GO:0048708","GO:0048708","astrocyte differentiation","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Hmga2",1
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Bcl2l1",1
"GO:0061333","GO:0061333","renal tubule morphogenesis","1/171","96/23189",0.0104166666666667,1.41258528265107,0.349144398716461,0.509342938421154,0.607069474255454,0.535923375319968,"Tgfb1",1
"GO:0002262","GO:0002262","myeloid cell homeostasis","2/171","231/23189",0.00865800865800866,1.17409685830738,0.22920590727111,0.509713589650228,0.607254039490154,0.536086310252034,"Isg15/Stat1",2
"GO:0050920","GO:0050920","regulation of chemotaxis","2/171","232/23189",0.00862068965517241,1.16903609598709,0.223029231192776,0.512015887231124,0.60973876710469,0.538279837791145,"St6gal1/Tgfb1",2
"GO:0002088","GO:0002088","lens development in camera-type eye","1/171","97/23189",0.0103092783505155,1.39802254777838,0.338577953986992,0.512976176091876,0.610107759730574,0.538605585966466,"Tgfb1",1
"GO:0048678","GO:0048678","response to axon injury","1/171","97/23189",0.0103092783505155,1.39802254777838,0.338577953986992,0.512976176091876,0.610107759730574,0.538605585966466,"Matn2",1
"GO:0120192","GO:0120192","tight junction assembly","1/171","97/23189",0.0103092783505155,1.39802254777838,0.338577953986992,0.512976176091876,0.610107759730574,0.538605585966466,"Cldn34b2",1
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","3/171","369/23189",0.00813008130081301,1.10250558645937,0.171079828373724,0.513574289395019,0.61056106901461,0.539005769226978,"Tgfb1/Rapgef3/Rph3al",3
"GO:0044242","GO:0044242","cellular lipid catabolic process","2/171","233/23189",0.00858369098712446,1.16401877368672,0.216879908404511,0.514311129529107,0.611178850715755,0.539551149399312,"Mgll/Pla2g4a",2
"GO:0002260","GO:0002260","lymphocyte homeostasis","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Tgfb1",1
"GO:0007029","GO:0007029","endoplasmic reticulum organization","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Retreg1",1
"GO:0007405","GO:0007405","neuroblast proliferation","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Tgfb1",1
"GO:0048864","GO:0048864","stem cell development","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Sema3c",1
"GO:0051262","GO:0051262","protein tetramerization","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Trpm1",1
"GO:1901874","GO:1901874","negative regulation of post-translational protein modification","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Isg15",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/171","98/23189",0.0102040816326531,1.38375701157656,0.328128458963956,0.516582666386709,0.611830983116364,0.540126854507395,"Rapgef3",1
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","2/171","234/23189",0.00854700854700855,1.15904433448293,0.210757671387267,0.516599294912751,0.611830983116364,0.540126854507395,"Nfatc1/Ccng1",2
"GO:0007548","GO:0007548","sex differentiation","3/171","371/23189",0.00808625336927224,1.09656216011727,0.161603606082867,0.517201999129543,0.612287095309438,0.540529512187287,"Hmga2/Pla2g4a/Bcl2l1",3
"GO:0009636","GO:0009636","response to toxic substance","2/171","235/23189",0.00851063829787234,1.15411223093194,0.204662256446953,0.518880362447388,0.614015702240096,0.542055533343294,"Abcc2/Ephx1",2
"GO:0016239","GO:0016239","positive regulation of macroautophagy","1/171","99/23189",0.0101010101010101,1.36977966802528,0.317793175936821,0.520162605066189,0.614757484525937,0.542710381730898,"Irgm1",1
"GO:0043543","GO:0043543","protein acylation","1/171","99/23189",0.0101010101010101,1.36977966802528,0.317793175936821,0.520162605066189,0.614757484525937,0.542710381730898,"Sphk1",1
"GO:1901222","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","1/171","99/23189",0.0101010101010101,1.36977966802528,0.317793175936821,0.520162605066189,0.614757484525937,0.542710381730898,"Sphk1",1
"GO:0009566","GO:0009566","fertilization","2/171","236/23189",0.00847457627118644,1.14922192486867,0.198593403643164,0.521154311886125,0.615670962908294,0.543516804123582,"Bcl2l1/Plat",2
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","1/171","100/23189",0.01,1.35608187134503,0.307569459872185,0.523716186466521,0.617660246737968,0.545272951895262,"Cd109",1
"GO:0036465","GO:0036465","synaptic vesicle recycling","1/171","100/23189",0.01,1.35608187134503,0.307569459872185,0.523716186466521,0.617660246737968,0.545272951895262,"Bcl2l1",1
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","1/171","100/23189",0.01,1.35608187134503,0.307569459872185,0.523716186466521,0.617660246737968,0.545272951895262,"Egr1",1
"GO:0090398","GO:0090398","cellular senescence","1/171","100/23189",0.01,1.35608187134503,0.307569459872185,0.523716186466521,0.617660246737968,0.545272951895262,"Hmga2",1
"GO:0001570","GO:0001570","vasculogenesis","1/171","101/23189",0.0099009900990099,1.3426553181634,0.297454754358384,0.527243603509885,0.620520075398083,0.547797620147187,"Tgfb1",1
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","1/171","101/23189",0.0099009900990099,1.3426553181634,0.297454754358384,0.527243603509885,0.620520075398083,0.547797620147187,"Wnt9a",1
"GO:0014033","GO:0014033","neural crest cell differentiation","1/171","101/23189",0.0099009900990099,1.3426553181634,0.297454754358384,0.527243603509885,0.620520075398083,0.547797620147187,"Sema3c",1
"GO:0050772","GO:0050772","positive regulation of axonogenesis","1/171","101/23189",0.0099009900990099,1.3426553181634,0.297454754358384,0.527243603509885,0.620520075398083,0.547797620147187,"Dcx",1
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","1/171","101/23189",0.0099009900990099,1.3426553181634,0.297454754358384,0.527243603509885,0.620520075398083,0.547797620147187,"Tgfb1",1
"GO:0015914","GO:0015914","phospholipid transport","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Atp10b",1
"GO:0030516","GO:0030516","regulation of axon extension","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Mgll",1
"GO:0042100","GO:0042100","B cell proliferation","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Nfatc2",1
"GO:0043954","GO:0043954","cellular component maintenance","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Itgb3",1
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Tgfb1",1
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","1/171","102/23189",0.00980392156862745,1.32949203073042,0.287446587766423,0.530745047714659,0.623077415214455,0.550055250030343,"Tent5a",1
"GO:0097305","GO:0097305","response to alcohol","3/171","380/23189",0.00789473684210526,1.07059095106187,0.119586902480253,0.533346650275965,0.62585223801186,0.55250487476452,"St6gal1/Tgfb1/Bcl2l1",3
"GO:0015807","GO:0015807","L-amino acid transport","1/171","103/23189",0.00970873786407767,1.31658434111168,0.277542569613668,0.534220709205575,0.62585223801186,0.55250487476452,"Slc7a8",1
"GO:0070252","GO:0070252","actin-mediated cell contraction","1/171","103/23189",0.00970873786407767,1.31658434111168,0.277542569613668,0.534220709205575,0.62585223801186,0.55250487476452,"Tnnt2",1
"GO:0120193","GO:0120193","tight junction organization","1/171","103/23189",0.00970873786407767,1.31658434111168,0.277542569613668,0.534220709205575,0.62585223801186,0.55250487476452,"Cldn34b2",1
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","1/171","103/23189",0.00970873786407767,1.31658434111168,0.277542569613668,0.534220709205575,0.62585223801186,0.55250487476452,"Tgfb1",1
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","2/171","243/23189",0.00823045267489712,1.11611676653912,0.156834095664747,0.536871090899313,0.627803139294932,0.55422713826957,"Dock2/Arfgef3",2
"GO:0003407","GO:0003407","neural retina development","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Trpm1",1
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Tgfb1",1
"GO:0032370","GO:0032370","positive regulation of lipid transport","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Pla2g4a",1
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Egr1",1
"GO:0070555","GO:0070555","response to interleukin-1","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Egr1",1
"GO:0099068","GO:0099068","postsynapse assembly","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Dcx",1
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","1/171","104/23189",0.00961538461538462,1.3039248762933,0.267740387117708,0.537670776723805,0.627803139294932,0.55422713826957,"Mcub",1
"GO:0016050","GO:0016050","vesicle organization","3/171","384/23189",0.0078125,1.0594389619883,0.10123197237437,0.54042507979729,0.630495926430171,0.556604341590994,"Sphk1/Pla2g4a/Rph3al",3
"GO:0046486","GO:0046486","glycerolipid metabolic process","3/171","384/23189",0.0078125,1.0594389619883,0.10123197237437,0.54042507979729,0.630495926430171,0.556604341590994,"Mgll/Pla2g2e/Pla2g4a",3
"GO:0048608","GO:0048608","reproductive structure development","3/171","385/23189",0.00779220779220779,1.05668717247665,0.0966730792270727,0.542185160359958,0.632287211459976,0.558185695225206,"Hmga2/Pla2g4a/Bcl2l1",3
"GO:0031343","GO:0031343","positive regulation of cell killing","1/171","106/23189",0.00943396226415094,1.27932252013682,0.248432647029432,0.544494877949043,0.634192295756874,0.559867511310448,"Mill2",1
"GO:0033077","GO:0033077","T cell differentiation in thymus","1/171","106/23189",0.00943396226415094,1.27932252013682,0.248432647029432,0.544494877949043,0.634192295756874,0.559867511310448,"Dock2",1
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","1/171","106/23189",0.00943396226415094,1.27932252013682,0.248432647029432,0.544494877949043,0.634192295756874,0.559867511310448,"Atf6",1
"GO:1902115","GO:1902115","regulation of organelle assembly","2/171","247/23189",0.00809716599190283,1.09804200108909,0.133518336839013,0.545692832983662,0.63498121455364,0.560563971999623,"Lcp1/Syne1",2
"GO:1903046","GO:1903046","meiotic cell cycle process","2/171","247/23189",0.00809716599190283,1.09804200108909,0.133518336839013,0.545692832983662,0.63498121455364,0.560563971999623,"Shcbp1l/Fbxo43",2
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","3/171","388/23189",0.0077319587628866,1.04851691083379,0.0830668925770292,0.54744227819475,0.63498121455364,0.560563971999623,"Dusp10/Cd109/Tgfb1",3
